"","year","state","pop"
"1015",1986,"FL",11667505
"1016",1987,"FL",11997283
"1017",1988,"FL",12306395
"1018",1989,"FL",12637715
"1019",1990,"FL",13018365
"1020",1991,"FL",13289497
"1021",1992,"FL",13504775
"1022",1993,"FL",13713593
"1023",1994,"FL",13961798
"1024",1995,"FL",14185403
"1025",1996,"FL",14426911
"1026",1997,"FL",14683350
"1027",1998,"FL",14908230
"1028",1999,"FL",15111244
"1029",2000,"FL",16047515
"1030",2001,"FL",16356966
"1031",2002,"FL",16689370
"1032",2003,"FL",17004085
"1033",2004,"FL",17415318
"1034",2005,"FL",17842038
"1035",2006,"FL",18166990
"1036",2007,"FL",18367842
"1037",2008,"FL",18527305
"1038",2009,"FL",18652644
"1039",2010,"FL",18852220
"1040",2011,"FL",19107900
"1041",2012,"FL",19355257
"1042",2013,"FL",19600311
"1043",2014,"FL",19893297
"1044",2015,"FL",20271272
"1045",1900,"GA",2220000
"1046",1901,"GA",2263000
"1047",1902,"GA",2305000
"1048",1903,"GA",2346000
"1049",1904,"GA",2387000
"1050",1905,"GA",2427000
"1051",1906,"GA",2466000
"1052",1907,"GA",2505000
"1053",1908,"GA",2543000
"1054",1909,"GA",2580000
"1055",1910,"GA",2618000
"1056",1911,"GA",2644000
"1057",1912,"GA",2676000
"1058",1913,"GA",2733000
"1059",1914,"GA",2776000
"1060",1915,"GA",2810000
"1061",1916,"GA",2856000
"1062",1917,"GA",2885000
"1063",1918,"GA",2941000
"1064",1919,"GA",2870000
"1065",1920,"GA",2926000
"1066",1921,"GA",2965000
"1067",1922,"GA",2965000
"1068",1923,"GA",2954000
"1069",1924,"GA",2920000
"1070",1925,"GA",2883000
"1071",1926,"GA",2869000
"1072",1927,"GA",2891000
"1073",1928,"GA",2903000
"1074",1929,"GA",2903000
"1075",1930,"GA",2910000
"1076",1931,"GA",2924000
"1077",1932,"GA",2935000
"1078",1933,"GA",2950000
"1079",1934,"GA",2964000
"1080",1935,"GA",2955000
"1081",1936,"GA",2978000
"1082",1937,"GA",3037000
"1083",1938,"GA",3091000
"1084",1939,"GA",3120000
"1085",1940,"GA",3119000
"1086",1941,"GA",3179000
"1087",1942,"GA",3209000
"1088",1943,"GA",3245000
"1089",1944,"GA",3176000
"1090",1945,"GA",3119000
"1091",1946,"GA",3242000
"1092",1947,"GA",3272000
"1093",1948,"GA",3259000
"1094",1949,"GA",3325000
"1095",1950,"GA",3458000
"1096",1951,"GA",3531000
"1097",1952,"GA",3584000
"1098",1953,"GA",3558000
"1099",1954,"GA",3602000
"1100",1955,"GA",3636000
"1101",1956,"GA",3701000
"1102",1957,"GA",3766000
"1103",1958,"GA",3804000
"1104",1959,"GA",3868000
"1105",1960,"GA",3956000
"1106",1961,"GA",4015000
"1107",1962,"GA",4086000
"1108",1963,"GA",4172000
"1109",1964,"GA",4258000
"1110",1965,"GA",4332000
"1111",1966,"GA",4379000
"1112",1967,"GA",4408000
"1113",1968,"GA",4482000
"1114",1969,"GA",4551000
"1115",1970,"GA",4587930
"1116",1971,"GA",4711550
"1117",1972,"GA",4809490
"1118",1973,"GA",4910374
"1119",1974,"GA",4999419
"1120",1975,"GA",5064075
"1121",1976,"GA",5132812
"1122",1977,"GA",5219697
"1123",1978,"GA",5295751
"1124",1979,"GA",5401384
"1125",1980,"GA",5486174
"1126",1981,"GA",5568345
"1127",1982,"GA",5649792
"1128",1983,"GA",5728250
"1129",1984,"GA",5834954
"1130",1985,"GA",5962661
"1131",1986,"GA",6084666
"1132",1987,"GA",6208467
"1133",1988,"GA",6316142
"1134",1989,"GA",6411099
"1135",1990,"GA",6506531
"1136",1991,"GA",6621279
"1137",1992,"GA",6759474
"1138",1993,"GA",6894092
"1139",1994,"GA",7045900
"1140",1995,"GA",7188538
"1141",1996,"GA",7332225
"1142",1997,"GA",7486094
"1143",1998,"GA",7636522
"1144",1999,"GA",7788240
"1145",2000,"GA",8227303
"1146",2001,"GA",8377038
"1147",2002,"GA",8508256
"1148",2003,"GA",8622793
"1149",2004,"GA",8769252
"1150",2005,"GA",8925922
"1151",2006,"GA",9155813
"1152",2007,"GA",9349988
"1153",2008,"GA",9504843
"1154",2009,"GA",9620846
"1155",2010,"GA",9714464
"1156",2011,"GA",9813201
"1157",2012,"GA",9919000
"1158",2013,"GA",9994759
"1159",2014,"GA",10097343
"1160",2015,"GA",10214860
"1161",1900,"HI",NA
"1162",1901,"HI",NA
"1163",1902,"HI",NA
"1164",1903,"HI",NA
"1165",1904,"HI",NA
"1166",1905,"HI",NA
"1167",1906,"HI",NA
"1168",1907,"HI",NA
"1169",1908,"HI",NA
"1170",1909,"HI",NA
"1171",1910,"HI",NA
"1172",1911,"HI",NA
"1173",1912,"HI",NA
"1174",1913,"HI",NA
"1175",1914,"HI",NA
"1176",1915,"HI",NA
"1177",1916,"HI",NA
"1178",1917,"HI",NA
"1179",1918,"HI",NA
"1180",1919,"HI",NA
"1181",1920,"HI",NA
"1182",1921,"HI",NA
"1183",1922,"HI",NA
"1184",1923,"HI",NA
"1185",1924,"HI",NA
"1186",1925,"HI",NA
"1187",1926,"HI",NA
"1188",1927,"HI",NA
"1189",1928,"HI",NA
"1190",1929,"HI",NA
"1191",1930,"HI",NA
"1192",1931,"HI",NA
"1193",1932,"HI",NA
"1194",1933,"HI",NA
"1195",1934,"HI",NA
"1196",1935,"HI",NA
"1197",1936,"HI",NA
"1198",1937,"HI",NA
"1199",1938,"HI",NA
"1200",1939,"HI",NA
"1201",1940,"HI",NA
"1202",1941,"HI",NA
"1203",1942,"HI",NA
"1204",1943,"HI",NA
"1205",1944,"HI",NA
"1206",1945,"HI",NA
"1207",1946,"HI",NA
"1208",1947,"HI",NA
"1209",1948,"HI",NA
"1210",1949,"HI",NA
"1211",1950,"HI",498000
"1212",1951,"HI",514000
"1213",1952,"HI",517000
"1214",1953,"HI",510000
"1215",1954,"HI",505000
"1216",1955,"HI",539000
"1217",1956,"HI",559000
"1218",1957,"HI",584000
"1219",1958,"HI",605000
"1220",1959,"HI",622000
"1221",1960,"HI",642000
"1222",1961,"HI",659000
"1223",1962,"HI",684000
"1224",1963,"HI",682000
"1225",1964,"HI",7e+05
"1226",1965,"HI",704000
"1227",1966,"HI",710000
"1228",1967,"HI",723000
"1229",1968,"HI",734000
"1230",1969,"HI",750000
"1231",1970,"HI",769913
"1232",1971,"HI",801644
"1233",1972,"HI",828331
"1234",1973,"HI",851595
"1235",1974,"HI",867978
"1236",1975,"HI",886160
"1237",1976,"HI",904191
"1238",1977,"HI",918259
"1239",1978,"HI",931584
"1240",1979,"HI",953306
"1241",1980,"HI",967710
"1242",1981,"HI",978195
"1243",1982,"HI",993780
"1244",1983,"HI",1012717
"1245",1984,"HI",1027922
"1246",1985,"HI",1039698
"1247",1986,"HI",1051762
"1248",1987,"HI",1067918
"1249",1988,"HI",1079828
"1250",1989,"HI",1094588
"1251",1990,"HI",1112703
"1252",1991,"HI",1131412
"1253",1992,"HI",1149926
"1254",1993,"HI",1161508
"1255",1994,"HI",1173903
"1256",1995,"HI",1180490
"1257",1996,"HI",1184434
"1258",1997,"HI",1189322
"1259",1998,"HI",1190472
"1260",1999,"HI",1185497
"1261",2000,"HI",1213519
"1262",2001,"HI",1225948
"1263",2002,"HI",1239613
"1264",2003,"HI",1251154
"1265",2004,"HI",1273569
"1266",2005,"HI",1292729
"1267",2006,"HI",1309731
"1268",2007,"HI",1315675
"1269",2008,"HI",1332213
"1270",2009,"HI",1346717
"1271",2010,"HI",1363950
"1272",2011,"HI",1378251
"1273",2012,"HI",1392766
"1274",2013,"HI",1408987
"1275",2014,"HI",1419561
"1276",2015,"HI",1431603
"1277",1900,"ID",163000
"1278",1901,"ID",176000
"1279",1902,"ID",199000
"1280",1903,"ID",216000
"1281",1904,"ID",229000
"1282",1905,"ID",246000
"1283",1906,"ID",262000
"1284",1907,"ID",277000
"1285",1908,"ID",291000
"1286",1909,"ID",311000
"1287",1910,"ID",329000
"1288",1911,"ID",343000
"1289",1912,"ID",359000
"1290",1913,"ID",371000
"1291",1914,"ID",384000
"1292",1915,"ID",394000
"1293",1916,"ID",405000
"1294",1917,"ID",413000
"1295",1918,"ID",405000
"1296",1919,"ID",424000
"1297",1920,"ID",433000
"1298",1921,"ID",435000
"1299",1922,"ID",436000
"1300",1923,"ID",436000
"1301",1924,"ID",434000
"1302",1925,"ID",436000
"1303",1926,"ID",441000
"1304",1927,"ID",447000
"1305",1928,"ID",449000
"1306",1929,"ID",447000
"1307",1930,"ID",447000
